INSPECTION_NUMBER|ESTABLISHMENT_NAME|CITY|STATE|ZIP_CODE|SIC_CODE|NAICS_CODE|SAMPLING_NUMBER|OFFICE_ID|DATE_SAMPLED|DATE_REPORTED|EIGHT_HR_TWA_CALC|LAB_NUMBER|FIELD_NUMBER|SAMPLE_TYPE|BLANK_SAMPLE|TIME_SAMPLED|AIR_VOLUME_SAMPLED|SAMPLE_WEIGHT|IMIS_SUBSTANCE_CODE|SUBSTANCE|SAMPLE_RESULT|UNIT_OF_MEASUREMENT|QUALIFIER
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|N|48363|A|P|N|435|900.45||C141|Cadmium|< 0.000555|M|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||C141|Cadmium|< 0.500|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||C141|Cadmium|< 0.500|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||C141|Cadmium|< 0.500|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||C141|Cadmium|< 0.500|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||C141|Cadmium|< 0.500|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|N|48363|A|P|N|435|900.45||I200|Iron (Bulk)|< 0.0278|M|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||I200|Iron (Bulk)|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||I200|Iron (Bulk)|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||I200|Iron (Bulk)|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||I200|Iron (Bulk)|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||I200|Iron (Bulk)|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|N|48363|A|P|N|435|900.45||V125|Vanadium|< 0.00167|M|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||V125|Vanadium|< 1.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||V125|Vanadium|< 1.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||V125|Vanadium|< 1.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||V125|Vanadium|< 1.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||V125|Vanadium|< 1.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|N|48363|A|P|N|435|900.45||0720|Cobalt, Metal, Dust and Fume (as Co)|< 0.00278|M|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0720|Cobalt, Metal, Dust and Fume (as Co)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0720|Cobalt, Metal, Dust and Fume (as Co)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0720|Cobalt, Metal, Dust and Fume (as Co)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0720|Cobalt, Metal, Dust and Fume (as Co)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0720|Cobalt, Metal, Dust and Fume (as Co)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|N|48363|A|P|N|435|900.45||0731|Copper Fume (as Cu)|< 0.00278|M|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0731|Copper Fume (as Cu)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0731|Copper Fume (as Cu)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0731|Copper Fume (as Cu)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0731|Copper Fume (as Cu)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0731|Copper Fume (as Cu)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|N|48363|A|P|N|435|900.45||0730|Copper Dusts and Mists (as Cu)|< 0.00278|M|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0730|Copper Dusts and Mists (as Cu)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0730|Copper Dusts and Mists (as Cu)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0730|Copper Dusts and Mists (as Cu)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0730|Copper Dusts and Mists (as Cu)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0730|Copper Dusts and Mists (as Cu)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|N|48363|A|P|N|435|900.45||Z100|Zinc|< 0.0278|M|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||Z100|Zinc|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||Z100|Zinc|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||Z100|Zinc|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||Z100|Zinc|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||Z100|Zinc|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|N|48363|A|P|N|435|900.45||0230|Antimony and Compounds (as Sb)|< 0.0278|M|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0230|Antimony and Compounds (as Sb)|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0230|Antimony and Compounds (as Sb)|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0230|Antimony and Compounds (as Sb)|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0230|Antimony and Compounds (as Sb)|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0230|Antimony and Compounds (as Sb)|< 25.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|N|48363|A|P|N|435|900.45||0685|Chromium, Metal and Insoluble Salts|< 0.0111|M|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0685|Chromium, Metal and Insoluble Salts|< 10.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0685|Chromium, Metal and Insoluble Salts|< 10.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0685|Chromium, Metal and Insoluble Salts|< 10.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0685|Chromium, Metal and Insoluble Salts|< 10.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||0685|Chromium, Metal and Insoluble Salts|< 10.0|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|N|48363|A|P|N|435|900.45||1620|Manganese Fume (as Mn)|< 0.00278|M|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1620|Manganese Fume (as Mn)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1620|Manganese Fume (as Mn)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1620|Manganese Fume (as Mn)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1620|Manganese Fume (as Mn)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1620|Manganese Fume (as Mn)|< 2.50|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|N|48363|A|P|N|435|900.45||1520|Iron Oxide Fume|< 0.0397|M|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1520|Iron Oxide Fume|< 35.7|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1520|Iron Oxide Fume|< 35.7|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1520|Iron Oxide Fume|< 35.7|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1520|Iron Oxide Fume|< 35.7|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1520|Iron Oxide Fume|< 35.7|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|N|48363|A|P|N|435|900.45||1591|Lead, Inorganic (as Pb)|< 0.00555|M|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1591|Lead, Inorganic (as Pb)|< 5.00|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1591|Lead, Inorganic (as Pb)|< 5.00|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1591|Lead, Inorganic (as Pb)|< 5.00|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1591|Lead, Inorganic (as Pb)|< 5.00|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||1591|Lead, Inorganic (as Pb)|< 5.00|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|N|48363|A|P|N|435|900.45||2571|Vanadium fume (as V2O5)|< 0.00298|M|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||2571|Vanadium fume (as V2O5)|< 2.68|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||2571|Vanadium fume (as V2O5)|< 2.68|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||2571|Vanadium fume (as V2O5)|< 2.68|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||2571|Vanadium fume (as V2O5)|< 2.68|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||2571|Vanadium fume (as V2O5)|< 2.68|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|N|48363|A|P|N|435|900.45||2610|Zinc Oxide Fume|< 0.0346|M|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472180-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||2610|Zinc Oxide Fume|< 31.1|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472194-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||2610|Zinc Oxide Fume|< 31.1|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472205-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||2610|Zinc Oxide Fume|< 31.1|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472212-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||2610|Zinc Oxide Fume|< 31.1|X|
1816949|GREGORY CONTAINER INC.|SAINT LOUIS|MO|63103||332439|472215-OIS|729300|2025-May-02|2025-Jun-05|Y|48364|F||Y||||2610|Zinc Oxide Fume|< 31.1|X|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|< 0.0316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 0.0316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||C141|Cadmium|< 0.000633|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||I200|Iron (Bulk)|< 0.0316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||V125|Vanadium|< 0.00190|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||0720|Cobalt, Metal, Dust and Fume (as Co)|< 0.00316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||0731|Copper Fume (as Cu)|< 0.00316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||0730|Copper Dusts and Mists (as Cu)|< 0.00316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||Z100|Zinc|< 0.0316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||0230|Antimony and Compounds (as Sb)|< 0.0316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||0685|Chromium, Metal and Insoluble Salts|< 0.0127|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||1620|Manganese Fume (as Mn)|< 0.00316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||1520|Iron Oxide Fume|< 0.0452|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||1591|Lead, Inorganic (as Pb)|< 0.00633|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||2571|Vanadium fume (as V2O5)|< 0.00339|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472146-OIS|134000|2025-May-07|2025-Jun-05|N|48584|LLTC|P|N|397|790.03||2610|Zinc Oxide Fume|< 0.0393|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|< 0.0316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 0.0316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||C141|Cadmium|< 0.000633|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||I200|Iron (Bulk)|0.0504|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||V125|Vanadium|< 0.00190|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||0720|Cobalt, Metal, Dust and Fume (as Co)|< 0.00316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||0731|Copper Fume (as Cu)|0.0111|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||0730|Copper Dusts and Mists (as Cu)|0.0111|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||Z100|Zinc|< 0.0316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||0230|Antimony and Compounds (as Sb)|< 0.0316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||0685|Chromium, Metal and Insoluble Salts|< 0.0127|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||1620|Manganese Fume (as Mn)|< 0.00316|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||1520|Iron Oxide Fume|0.0721|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||1591|Lead, Inorganic (as Pb)|< 0.00633|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||2571|Vanadium fume (as V2O5)|< 0.00339|M|
1799068|Thermocraft Engineering|ANDOVER|MA|01810||332710|472159-OIS|134000|2025-May-07|2025-Jun-05|N|48585|EMTC|P|N|378|790.02||2610|Zinc Oxide Fume|< 0.0393|M|
1823339|QSI Environmental & Industrial Fabricators, Inc.|MOBILE|AL|36609||332312|472494-OIS|418600|2025-May-09|2025-Jun-05|Y|48603|4|P|N|332|680.6||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|< 0.0367|M|
1823339|QSI Environmental & Industrial Fabricators, Inc.|MOBILE|AL|36609||332312|472494-OIS|418600|2025-May-09|2025-Jun-05|Y|48604|BLANK||Y||||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|< 25.0|X|
1823339|QSI Environmental & Industrial Fabricators, Inc.|MOBILE|AL|36609||332312|472494-OIS|418600|2025-May-09|2025-Jun-05|Y|48603|4|P|N|332|680.6||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 0.0367|M|
1823339|QSI Environmental & Industrial Fabricators, Inc.|MOBILE|AL|36609||332312|472494-OIS|418600|2025-May-09|2025-Jun-05|Y|48604|BLANK||Y||||1840|Nickel, Metal and Insoluble compounds (as Ni)|< 25.0|X|
1823339|QSI Environmental & Industrial Fabricators, Inc.|MOBILE|AL|36609||332312|472494-OIS|418600|2025-May-09|2025-Jun-05|Y|48603|4|P|N|332|680.6||C141|Cadmium|< 0.000735|M|
1823339|QSI Environmental & Industrial Fabricators, Inc.|MOBILE|AL|36609||332312|472494-OIS|418600|2025-May-09|2025-Jun-05|Y|48604|BLANK||Y||||C141|Cadmium|< 0.500|X|
1823339|QSI Environmental & Industrial Fabricators, Inc.|MOBILE|AL|36609||332312|472494-OIS|418600|2025-May-09|2025-Jun-05|Y|48603|4|P|N|332|680.6||I200|Iron (Bulk)|0.13|M|
1823339|QSI Environmental & Industrial Fabricators, Inc.|MOBILE|AL|36609||332312|472494-OIS|418600|2025-May-09|2025-Jun-05|Y|48604|BLANK||Y||||I200|Iron (Bulk)|< 25.0|X|
1823339|QSI Environmental & Industrial Fabricators, Inc.|MOBILE|AL|36609||332312|472494-OIS|418600|2025-May-09|2025-Jun-05|Y|48603|4|P|N|332|680.6||V125|Vanadium|< 0.00220|M|
1823339|QSI Environmental & Industrial Fabricators, Inc.|MOBILE|AL|36609||332312|472494-OIS|418600|2025-May-09|2025-Jun-05|Y|48604|BLANK||Y||||V125|Vanadium|< 1.50|X|
1823339|QSI Environmental & Industrial Fabricators, Inc.|MOBILE|AL|36609||332312|472494-OIS|418600|2025-May-09|2025-Jun-05|Y|48603|4|P|N|332|680.6||0720|Cobalt, Metal, Dust and Fume (as Co)|< 0.00367|M|
